Sensor,gyroscope,gyroscope,gyroscope,gyroscope,accelerometer,accelerometer,accelerometer,accelerometer,rotation_vector,rotation_vector,rotation_vector,rotation_vector,linear_acceleration,linear_acceleration,linear_acceleration,linear_acceleration,gravity,gravity,gravity,gravity
Axis,x,y,z,w,x,y,z,w,x,y,z,w,x,y,z,w,x,y,z,w
3583049941600,-0.07819075,-0.20769419,-0.23884831,,5.6407394,7.8649526,-2.2242134,,0.28609937,-0.77591044,-0.30655354,0.47131205,0.18841553,0.5550723,1.3824737,,5.452324,7.3098803,-3.606687,
3583066057216,-0.015882496,-0.1863139,-0.25167647,,5.5497594,7.929596,-2.8562827,,0.2836345,-0.776673,-0.3104266,0.4690052,0.1322527,0.59175014,0.746083,,5.4175067,7.337846,-3.6023657,
3583082602677,0.03481932,-0.07513642,-0.27000242,,5.446809,7.809886,-2.9137435,,0.28334376,-0.7767385,-0.31286776,0.46744764,0.06422377,0.44578218,0.68738484,,5.382585,7.364104,-3.6011283,
3583090770831,0.06536258,-0.027488936,-0.2657264,,5.4539914,7.845799,-2.846706,,0.28348288,-0.77663153,-0.3138814,0.4668613,0.08780813,0.4688959,0.75270987,,5.3661833,7.376903,-3.5994158,
3583123431446,0.18387043,0.14355333,-0.30298916,,5.2624555,8.099585,-3.6248214,,0.28567088,-0.7757541,-0.3160181,0.4655431,-0.050195217,0.6829243,-0.027697563,,5.3126507,7.4166603,-3.5971239,
3583147884792,0.056199603,0.016493361,-0.36285394,,5.209783,8.066066,-4.3526587,,0.28760454,-0.7752336,-0.31772023,0.4640586,-0.053956985,0.61746836,-0.74962544,,5.26374,7.4485974,-3.6030333,
3583164263908,-0.016493361,-0.047036625,-0.38912117,,5.035006,8.063671,-3.916914,,0.28782946,-0.77513003,-0.32050204,0.46217555,-0.18205786,0.5820112,-0.3144927,,5.217064,7.48166,-3.6024213,
3583188547215,0.014049901,-0.095294975,-0.43310347,,5.3199162,8.133103,-3.5194764,,0.27920833,-0.77817434,-0.32911626,0.45625633,0.0628109,0.5970297,0.08938813,,5.1311793,7.5416408,-3.6007035,
3583196882138,0.086132,-0.05131268,-0.49296826,,5.470751,8.135497,-3.715801,,0.279646,-0.7781795,-0.33239645,0.4535938,0.37082052,0.574378,-0.111557245,,5.0999303,7.561119,-3.6042438,
3583221380908,-0.017715093,0.14721853,-0.63163465,,5.616797,8.535329,-5.2480903,,0.2798034,-0.778529,-0.33780125,0.44887975,0.616426,0.91387224,-1.6314499,,5.000371,7.6214566,-3.6166403,
3583237543100,-0.12950343,0.25778514,-0.66828656,,5.374983,8.597578,-5.6335564,,0.2803813,-0.77811813,-0.33971915,0.44778287,0.53144836,0.94094086,-1.9177654,,4.9656386,7.6470604,-3.6104462,
3583262211754,-0.5833763,0.6731735,-0.70188415,,4.927267,8.690952,-5.3103395,,0.28558296,-0.77144617,-0.34896243,0.44893017,0.089298725,0.8963809,-1.8449278,,4.8379683,7.7945714,-3.4654117,
3583286754176,-0.8686504,1.0280862,-0.6780604,,4.807557,8.836999,-5.3821654,,0.28893936,-0.7628521,-0.35799843,0.4543216,0.038772583,0.90594435,-2.1375523,,4.7687845,7.9310546,-3.2446132,
3583311035715,-1.1624765,1.3151928,-0.7134906,,4.9895163,9.203311,-5.5042696,,0.29163516,-0.75483763,-0.3645294,0.46074656,0.28204155,1.0920601,-2.3933039,,4.736205,8.032243,-3.0367455,
3583319371638,-1.5265522,1.5864171,-0.7910705,,5.032612,9.272743,-5.5737014,,0.29424605,-0.7446571,-0.3723902,0.4692875,0.32769632,1.1255941,-2.8063643,,4.7049155,8.147149,-2.767337,
3583351867022,-2.198504,2.0592268,-0.93951076,,4.453215,8.887277,-5.5880666,,0.30018523,-0.7149575,-0.39325893,0.49403656,-0.15913916,0.46403313,-3.6017227,,4.6123543,8.4232435,-1.986344,
3583368199330,-2.7226264,2.2944098,-0.9804387,,3.5242648,8.659827,-4.0581717,,0.3012847,-0.69538677,-0.407574,0.5094589,-1.0157266,0.09050751,-2.600212,,4.5399914,8.56932,-1.4579595,
3583392696330,-3.2436945,2.4507914,-0.90224797,,2.6743233,8.796297,-1.9488802,,0.30071673,-0.6732449,-0.42358866,0.52619714,-1.4930134,0.042001724,-1.5851953,,4.4498525,8.696835,-0.8568904,
3583409027830,-3.5240817,2.6914723,-0.77946407,,1.6663644,8.7532015,-1.0749966,,0.2995223,-0.649226,-0.43925917,0.543915,-2.092497,-0.016230583,-1.3124621,,4.345441,8.788586,-0.219827,
3583424577214,-4.11601,2.8478537,-0.5222898,,0.8714894,8.568848,0.51235914,,0.29510555,-0.6108365,-0.46192628,0.571328,-3.2996902,-0.27211285,-0.2680834,,4.17118,8.8409605,0.78044254,
3583449119522,-4.5680504,2.8942795,-0.18753563,,0.50757074,7.678205,3.335123,,0.28301758,-0.564557,-0.48649037,0.60374147,-3.47709,-1.0599322,1.3507197,,3.9846606,8.738137,1.9844034,
3583465405522,-4.7952924,3.1196887,0.007941248,,0.6344634,5.8346696,4.687847,,0.27246135,-0.53055805,-0.50100935,0.62710655,-3.2138772,-2.7300048,1.8581784,,3.8483405,8.564674,2.8296688,
3583489738022,-5.0475793,3.1453452,0.12217305,,0.9768343,3.2489316,8.607155,,0.26077262,-0.49383003,-0.51320887,0.6517256,-2.6747658,-4.2099924,3.2892563,,3.687513,8.304077,3.6898415,
3583506069868,-5.151427,3.0805933,0.22052236,,0.58897364,1.9560628,11.310209,,0.23915948,-0.43526882,-0.5293364,0.6878567,-2.8003373,-5.789447,6.341302,,3.3893108,7.7455096,4.9689074,
3583530567752,-4.8166723,2.8973339,0.453262,,-0.05267244,-0.16998832,14.772224,,0.22386102,-0.39594528,-0.5364484,0.7108703,-2.8754146,-6.758014,8.285885,,3.165113,7.2871327,5.7489247,
3583546898329,-4.4214425,2.7097983,0.689056,,-0.10534488,-1.283292,16.189592,,0.20087162,-0.34051654,-0.54046214,0.74269766,-2.9362762,-7.818898,9.448519,,2.8309314,6.535606,6.7410736,
3583563229522,-3.9779544,2.620001,0.9975429,,-0.6488287,-2.3535004,18.116924,,0.18685167,-0.3067783,-0.53709257,0.7632203,-3.272751,-8.382185,10.840909,,2.6239223,6.028684,7.2760153,
3583587728252,-3.2192597,2.738509,1.6303993,,-1.8890251,-4.0916905,23.417686,,0.16887636,-0.25936666,-0.52208376,0.7947568,-4.202724,-9.379961,15.4897995,,2.313699,5.288271,7.927887,
3583604229368,-1.4465289,2.641992,2.656653,,-2.195483,-6.691794,27.621904,,0.16164865,-0.23292156,-0.5039007,0.81590533,-4.325234,-11.580592,19.391825,,2.129751,4.888798,8.23008,
3583628731291,1.319469,2.9975157,4.1325035,,-1.2401965,-8.781932,30.3489,,0.16754936,-0.20561051,-0.45313042,0.85107255,-3.1832418,-13.406063,21.922016,,1.9430455,4.6241307,8.426885,
3583644911637,2.1154263,3.0579915,4.5301766,,-0.40462008,-10.280702,30.459034,,0.17483185,-0.19983687,-0.4326068,0.86159766,-2.2616832,-15.006593,22.069298,,1.857063,4.725891,8.389736,
3583660391483,5.2216763,2.2681427,5.6224036,,-0.47644615,-12.124237,30.674513,,0.21163622,-0.19174983,-0.35364982,0.89071554,-2.3583312,-17.151516,22.467482,,1.881885,5.02728,8.207031,
3583684744406,8.765916,1.4330899,6.637051,,1.2401965,-16.943766,24.45677,,0.2768695,-0.20848358,-0.25485015,0.90273434,-1.0672114,-22.888,17.006111,,2.3074079,5.944236,7.450659,
3583709071867,10.793989,1.151481,7.1837754,,5.1355624,-26.59958,13.156138,,0.33732352,-0.2299079,-0.17846787,0.8952678,1.9323747,-33.700497,7.1990423,,3.2031877,7.1009145,5.957096,
3583717407175,12.533733,1.0806206,7.8031926,,10.510546,-29.13983,4.0701427,,0.4069534,-0.25435224,-0.09399717,0.87227196,6.9093113,-36.570965,-1.2194443,,3.6012344,7.431134,5.289587,
3583741951136,9.856311,2.062892,6.8691797,,20.84392,-22.778435,-24.578875,,0.5106461,-0.28296924,0.042411447,0.8107838,15.919332,-30.663422,-27.700703,,4.924588,7.884987,3.1218286,
3583766399752,6.220441,2.411696,5.7665677,,17.396269,-10.8864355,-16.160862,,0.56793433,-0.28616148,0.15694089,0.7556004,11.407232,-18.422277,-18.035152,,5.989036,7.5358415,1.8742902,
3583782778828,5.1703634,0.8979719,5.8557544,,13.201628,-7.5968018,-16.093824,,0.5893815,-0.28791583,0.22056474,0.7218623,6.57562,-14.695801,-17.461536,,6.6260076,7.098999,1.3677121,
3583807225828,3.5918877,0.89675015,5.439755,,22.215797,-5.6215854,-16.601395,,0.60948545,-0.3041404,0.2994033,0.66811955,14.651259,-11.8223,-17.307985,,7.564538,6.200715,0.70659095,
3583823602444,2.683531,1.6511687,4.428162,,24.037785,-4.27365,-10.94629,,0.6131253,-0.31106204,0.3456693,0.6386162,15.984802,-9.84436,-11.482081,,8.052982,5.57071,0.53579134,
3583848049328,3.046385,1.8203784,2.8399124,,23.434446,-3.4404678,-5.058948,,0.6141332,-0.30798668,0.4052722,0.60310787,14.909716,-8.256908,-5.607819,,8.524731,4.8164406,0.54887116,
3583864427020,2.5350907,1.6676621,1.536937,,24.645912,-1.6256629,-13.498509,,0.6183722,-0.2974657,0.43831393,0.58052635,15.942945,-6.109224,-14.069844,,8.702968,4.483561,0.5713348,
3583888732559,0.9804387,1.2437216,0.25534168,,19.112911,-2.3678656,-12.7730665,,0.6218085,-0.2837905,0.46099535,0.565951,10.338408,-6.6911926,-13.471145,,8.774503,4.323327,0.69807845,
3583905277982,0.017104227,0.18020524,-0.4801401,,16.563087,-1.9273324,-7.991845,,0.62414587,-0.26537663,0.47725305,0.5587904,7.81231,-6.2837386,-8.776714,,8.750777,4.356406,0.78486925,
3583929722866,0.36102137,-0.4642576,-0.94134337,,16.950949,0.16998832,-6.564901,,0.6330045,-0.24764338,0.48388174,0.5512136,8.266107,-4.3232346,-7.3097763,,8.684842,4.4932227,0.7448756,
3583946100097,0.27488935,0.028099801,-1.2247849,,16.871939,1.5107412,-9.112331,,0.64157367,-0.23365487,0.48573303,0.5457583,8.258707,-3.1307511,-9.775038,,8.613232,4.6414924,0.66270655,
3583970377097,-0.2919936,0.66523224,-1.4715744,,17.087418,1.982399,-11.235989,,0.64781535,-0.20711958,0.4910273,0.5443611,8.637167,-2.939443,-11.970247,,8.450251,4.921842,0.7342586,
3583986919866,-1.4056009,0.5338962,-2.1685717,,16.725893,1.1372458,-10.0987425,,0.6462728,-0.1888153,0.49327964,0.5507772,8.433618,-4.017396,-11.0142975,,8.292275,5.1546416,0.91555464,
3584011194789,-1.8875736,-0.33353242,-2.761111,,16.01242,0.4357447,-7.78355,,0.643848,-0.17232478,0.49008223,0.5617681,8.104539,-5.0617013,-9.459055,,8.087447,5.437591,1.0937142,
3584019357674,-2.0512855,-0.74464476,-3.0256155,,15.897499,1.2018893,-7.177817,,0.6432368,-0.16510631,0.48548177,0.5685893,8.046333,-5.1654506,-8.940466,,7.966088,5.6011953,1.1569161,
3584044015712,-2.9541442,-1.9126191,-4.166712,,14.283808,3.371036,-4.8362875,,0.64319706,-0.14154084,0.44869393,0.6041007,6.9464025,-3.0042138,-6.135938,,7.337405,6.37525,1.2996505,
3584068338404,-3.2479706,-2.1740694,-4.4299946,,13.426683,2.1380222,-1.9871874,,0.641569,-0.13108097,0.4221256,0.6269107,5.813682,-4.1218348,-3.8195357,,6.697752,7.0129275,1.4592384,
3584084835866,-3.4074063,-2.2626448,-4.9217415,,12.662932,-0.4381389,-1.8962077,,0.63563406,-0.11789635,0.37473178,0.66456443,6.4544992,-7.8566794,-3.5058675,,6.208433,7.4185405,1.6096597,
3584109070481,-3.602883,-2.1423044,-4.9889364,,6.8545995,0.89303726,0.8403648,,0.6288243,-0.108028315,0.33987904,0.69093573,2.9753108,-8.536419,-2.1646404,,5.655786,7.8013988,1.8222697,
3584125395404,-3.6328156,-2.2351558,-4.7806315,,4.853047,1.9560628,2.6839,,0.618489,-0.10041633,0.3021283,0.71840554,0.7092824,-6.1612015,-0.15735102,,5.0798974,8.119658,2.1062312,
3584125565135,-3.5424075,-2.3371704,-4.6315804,,4.853047,1.9560628,2.6839,,0.6127052,-0.09732583,0.2834285,0.7312923,0.051088333,-6.2909703,0.4260161,,4.8019586,8.247033,2.257884,
3584166210327,-3.4855971,-3.3084462,-3.6975672,,1.5035586,1.5466543,2.9640217,,0.5884627,-0.09614054,0.20598648,0.7759113,-1.1350696,-7.7624655,0.044323683,,3.8405175,8.566917,2.8335068,
3584182749365,-4.1557164,-3.3457088,-2.8081474,,-0.6560113,4.1132383,4.7979803,,0.5654071,-0.107595675,0.15105554,0.80369157,-4.027177,-4.480525,1.4884717,,3.3711658,8.593763,3.3095086,
3584206951365,-4.451375,-3.2766812,-2.2101104,,-0.58657944,2.2290018,8.408437,,0.5437589,-0.11987877,0.11805965,0.82220274,-4.042215,-5.074606,3.7203164,,3.1922734,8.491132,3.7256508,
3584223495288,-4.1331143,-3.0207286,-1.0256428,,0.59136784,0.33997664,10.031705,,0.5061373,-0.14340208,0.07588388,0.8470553,-2.544351,-7.855331,5.6528225,,3.1357188,8.195308,4.3788824,
3584247773711,-3.7977493,-3.0628784,-0.4007276,,2.372654,0.9983821,11.640609,,0.46857196,-0.17253245,0.04511024,0.86523867,-0.9698281,-6.8007216,6.7240863,,3.342482,7.7991037,4.9165225,
3584264318519,-3.467882,-2.7574458,-0.13805555,,3.6487634,1.70946,14.496891,,0.44396308,-0.19359495,0.028563611,0.8744152,0.07985759,-5.7961245,9.291172,,3.5689058,7.5055842,5.2057185,
3584280603019,-2.624277,-2.1820107,-0.10873401,,3.3877954,1.6496049,17.98285,,0.4209713,-0.21219993,0.013272424,0.88180405,-0.39180636,-5.575892,12.53517,,3.7796018,7.225497,5.44768,
3584305143903,-0.7788532,-1.6303993,0.41355577,,2.492364,2.3439236,17.77216,,0.39874122,-0.23409025,-0.0025008211,0.8866798,-1.5590754,-4.6019545,12.158691,,4.0514393,6.945878,5.6134677,
3584329519788,0.051923547,-1.2760975,0.77763146,,3.359065,5.2026005,12.725182,,0.39253575,-0.25364444,-0.0056087812,0.8840525,-0.99574184,-1.6315532,7.202465,,4.354807,6.8341537,5.5227165,
3584345890903,0.15515977,-1.0537425,0.84665924,,3.7134068,5.5018754,11.573571,,0.39054838,-0.26614082,-0.0063621574,0.8812494,-0.83789325,-1.2816544,6.147728,,4.5513,6.7835298,5.4258432,
3584362174095,0.34697145,-0.93645644,1.0164797,,3.857059,6.0357823,11.326968,,0.38902074,-0.27762082,-0.005756179,0.8783828,-0.88186884,-0.6976042,6.000201,,4.738928,6.7333865,5.326767,
3584386496903,0.5852089,-0.57604593,1.2278391,,5.671864,5.98311,9.059659,,0.38871965,-0.29314184,5.0180704e-05,0.87347865,0.6494336,-0.6760678,3.9020495,,5.0224304,6.659178,5.1576095,
3584410988211,0.5338962,0.06414085,1.1856894,,6.459556,6.588843,7.9607205,,0.3887806,-0.30038574,0.00623556,0.87096465,1.2198877,0.012443066,2.9142108,,5.2396684,6.5764,5.0465097,
3584411157941,0.49235737,0.19364429,1.1068878,,6.459556,6.588843,7.9607205,,0.38849312,-0.30294013,0.009100485,0.87018263,1.2198877,0.012443066,2.9142108,,5.2396684,6.5764,5.0465097,
3584451809864,0.752586,0.28710666,0.8002335,,4.891354,7.740454,8.250419,,0.38843504,-0.30831906,0.019199967,0.8681526,-0.30366087,1.2497272,3.5404506,,5.3961277,6.4979095,4.982908,
3584468350634,1.1026118,0.015271631,0.73792523,,5.1571107,7.69257,6.9000893,,0.3925581,-0.31269565,0.025133142,0.86457384,-0.33882427,1.1900463,2.0336456,,5.495935,6.502524,4.8664436,
3584484631941,1.1307116,0.043982297,0.7098254,,5.8466406,7.565677,5.2385135,,0.39708757,-0.316605,0.029165322,0.86094844,0.27329016,1.0415478,0.49047232,,5.5733504,6.5241294,4.748041,
3584508952826,0.91874135,0.16249016,0.6243043,,5.518635,7.843405,3.632004,,0.40154594,-0.3198486,0.033297535,0.85752505,0.02054739,1.1790199,-0.82614756,,5.64174,6.544675,4.637717,
3584525450749,0.61575216,0.31703907,0.5748242,,4.8841715,7.8865004,4.256891,,0.4053239,-0.32275596,0.038093325,0.85445315,-0.82761335,1.3349633,-0.28439522,,5.711785,6.551537,4.541286,
3584549988595,0.61819565,0.34697145,0.66828656,,5.046977,8.259995,4.3263226,,0.40695783,-0.3246418,0.042656567,0.85274476,-0.72317743,1.7251763,-0.16498661,,5.7701545,6.534819,4.491309,
3584566271325,0.56382865,0.32925636,0.66706485,,5.5976434,8.259995,3.7325604,,0.40826496,-0.3254691,0.047177233,0.85156554,-0.21611357,1.7423062,-0.72729945,,5.813757,6.517689,4.45986,
3584582600902,0.43799037,0.24373524,0.6218608,,6.5960255,8.037335,2.96881,,0.40920198,-0.32649684,0.05141235,0.85047644,0.73722124,1.5408087,-1.4628849,,5.858804,6.4965267,4.431695,
3584607094710,0.07574729,0.23518312,0.4111123,,7.2328835,7.735666,2.3080103,,0.40882885,-0.32856622,0.055441964,0.84960544,1.3132377,1.2804022,-2.1030843,,5.919646,6.4552636,4.4110947,
3584631420441,-0.17654006,0.16554448,0.25350907,,7.019799,7.517793,3.2345665,,0.4053945,-0.33025014,0.05535927,0.850603,1.0700245,1.113122,-1.209614,,5.942439,6.422294,4.428538,
3584647920864,-0.24495697,0.081855945,0.10873401,,6.301539,7.393295,4.223372,,0.40215102,-0.3314736,0.053151257,0.8518068,0.3444643,1.0202127,-0.25630188,,5.9570746,6.373082,4.479674,
3584655916402,-0.24495697,0.081855945,0.10873401,,6.2009826,7.3166804,4.4795513,,0.40215102,-0.3314736,0.053151257,0.8518068,0.3444643,1.0202127,-0.25630188,,5.9570746,6.373082,4.479674,
3584680626863,-0.10262536,0.049480084,0.10323623,,6.655881,7.015011,3.9240966,,0.39757836,-0.33410615,0.04936036,0.8531519,0.6803374,0.68573713,-0.59293556,,5.9755435,6.3292737,4.517032,
3584705070017,-0.12034045,0.03726278,0.02321288,,6.6654577,6.7971387,4.223372,,0.39631462,-0.33414185,0.049929358,0.8536926,0.6825743,0.48857212,-0.31286955,,5.9828835,6.3085666,4.5362415,
3584729560517,-0.032986723,-0.027488936,-0.027488936,,6.1195793,6.6295447,4.4580035,,0.38424006,-0.34920025,0.017874084,0.85445845,0.13271666,0.31258106,-0.061268806,,5.9868627,6.3169637,4.5192723,
3584745887325,0.02321288,-0.08368854,0.018325957,,5.849035,6.576872,4.2544966,,0.3784369,-0.35743457,0.0007778786,0.85383,-0.14248991,0.24486017,-0.23746061,,5.9915247,6.3320117,4.491957,
3584770206671,0.010995574,-0.069027774,0.096516706,,6.0357823,6.622362,3.5745432,,0.37952253,-0.35910064,-0.00014172806,0.8526484,-0.04750061,0.22902346,-0.7198427,,6.0133133,6.353994,4.4313912,
3584786704402,-0.11911872,0.04642576,0.17348573,,5.9160724,6.619968,3.6655228,,0.38032836,-0.3621466,-0.001733265,0.85099787,-0.11554241,0.25964308,-0.7317827,,6.031615,6.360325,4.3973055,
3584811031517,-0.14172074,0.065973446,0.24740042,,5.6431336,6.351817,4.0557775,,0.38091713,-0.36299694,-0.00099735,0.850373,-0.37497282,0.10167694,-0.4283824,,6.046837,6.3602734,4.376421,
3584827533017,-0.12705997,0.0036651916,0.33108896,,5.923255,6.232107,4.098873,,0.37752992,-0.3660286,-0.0031469034,0.8505789,-0.1597743,-0.08868742,-0.28458643,,6.0830293,6.3207946,4.3834596,
3584851860286,-0.13683382,0.0,0.31581733,,6.136339,6.1530986,3.7110126,,0.3756447,-0.3677799,-0.00052323897,0.8506638,0.004034519,-0.11805391,-0.67509055,,6.1323047,6.2711525,4.386103,
3584860024978,-0.1600467,-0.02321288,0.30115658,,6.143522,6.1123967,3.667917,,0.3756447,-0.3677799,-0.00052323897,0.8506638,0.004034519,-0.11805391,-0.67509055,,6.1323047,6.2711525,4.386103,
3584884737709,-0.27000242,-0.16187929,0.25595254,,6.4906807,6.0740895,3.9001546,,0.37218308,-0.37284616,-0.0011380408,0.84997904,0.28330898,-0.13885736,-0.4631281,,6.2073717,6.212947,4.3632827,
3584909018901,-0.27916542,-0.23151793,0.20708331,,6.3111157,6.054936,4.414908,,0.3715308,-0.3744176,0.001540035,0.84957284,0.17831612,-0.124545574,-0.056962013,,6.2501154,6.1794815,4.349766,
3584925350401,-0.2443461,-0.29932398,0.21624629,,6.289568,6.0525417,4.462792,,0.3697139,-0.3770437,0.0015962671,0.8492039,-0.01869011,-0.10785961,0.13968182,,6.2914987,6.146036,4.3374753,
3584941849439,-0.22968534,-0.35124752,0.27366763,,6.3111157,6.1076083,4.3622355,,0.36687946,-0.38093752,0.0027300478,0.84869236,-0.049484253,0.021055222,0.041698456,,6.3606,6.086553,4.320537,
3584966390785,-0.29993483,-0.20708331,0.3475823,,6.7492547,6.0022635,4.098873,,0.36281446,-0.38588113,0.0025333194,0.8482069,0.31165648,-0.01439476,-0.20548964,,6.437598,6.0166583,4.304363,
3584982674093,-0.37873647,-0.08552113,0.3640757,,6.825869,5.911284,4.173094,,0.3578536,-0.39000556,-0.00084745337,0.8484313,0.34191513,-0.0500741,-0.13862467,,6.483954,5.961358,4.3117185,
3585007215401,-0.4184427,-0.036651913,0.37201694,,6.727707,5.827487,4.8482585,,0.3515388,-0.39262897,-0.00024616087,0.8498604,0.18484163,-0.03405714,0.48894835,,6.5428653,5.861544,4.35931,
3585023328939,-0.3921755,-0.06291912,0.36346483,,6.6893997,5.74369,5.2863975,,0.3467276,-0.3947391,-0.00094488147,0.85085845,0.10836363,-0.04986477,0.8937831,,6.581036,5.793555,4.3926144,
3585047824631,-0.226631,-0.17531833,0.32375857,,6.50744,5.7029886,5.353435,,0.3428086,-0.39695558,-0.001267609,0.8514147,-0.055357933,-0.014699936,0.9829378,,6.6351113,5.708811,4.4221234,
3585064325593,-0.096516706,-0.24373524,0.30970868,,6.5385647,5.604826,5.0014873,,0.33425444,-0.4026151,-0.009780017,0.852103,-0.12604475,-0.058647633,0.5654483,,6.6646094,5.6634736,4.436039,
3585088869823,-0.105068825,-0.19486602,0.3231477,,6.55293,5.5737014,4.546589,,0.3312649,-0.40629143,-0.008822431,0.8515357,-0.17539454,-0.02919817,0.12985325,,6.7283244,5.6028996,4.4167356,
3585105152093,-0.14905111,-0.103847094,0.35308012,,6.3709707,5.566519,4.4484267,,0.32861745,-0.4086495,-0.008955464,0.8514318,-0.39550495,0.007030964,0.035117626,,6.7664757,5.559488,4.413309,
3585121524785,-0.19975294,-0.014049901,0.40683624,,6.43322,5.5617304,4.501099,,0.3255239,-0.41000643,-0.009263005,0.85196435,-0.35877848,0.047791004,0.06988764,,6.7919984,5.5139394,4.4312115,
3585145977631,-0.23823744,0.09101892,0.46853364,,6.50744,5.518635,4.6806645,,0.3141395,-0.41566333,-0.021693155,0.8532702,-0.31521177,0.084517,0.1982336,,6.822652,5.434118,4.482431,
3585170307554,-0.22418754,0.10567969,0.51251596,,6.655881,5.4420204,4.8841715,,0.3107494,-0.41607314,-0.019521933,0.85436344,-0.27623606,0.07551718,0.31420374,,6.853108,5.3665032,4.5172954,
3585186639977,-0.19364429,0.056199603,0.52534413,,6.8522053,5.427655,4.948815,,0.3075286,-0.41645527,-0.016702304,0.8554018,-0.13458443,0.14371586,0.38433695,,6.904055,5.2613745,4.563153,
3585203185900,-0.13072516,-0.029321533,0.5027421,,7.1993647,5.494693,4.8985367,,0.30414018,-0.41643396,-0.012189223,0.856699,0.27486277,0.28476095,0.30742598,,6.924502,5.209932,4.5911107,
3585227639323,-0.12339478,-0.03848451,0.44959682,,7.553706,5.451597,4.7141833,,0.30110356,-0.4174887,-0.008929558,0.85729825,0.5865989,0.31558847,0.10427666,,6.9671073,5.1360087,4.6099067,
3585251967361,-0.14049901,-0.064751714,0.3744604,,8.2169,5.4061074,4.936844,,0.28715163,-0.42678672,-0.027435312,0.857114,1.1967745,0.34919643,0.31993103,,7.0201254,5.056911,4.616913,
3585268467977,-0.10873401,-0.095294975,0.2565634,,8.358158,5.4563856,5.2241483,,0.28012177,-0.4314728,-0.035976123,0.8567782,1.3052387,0.44469833,0.607903,,7.0529194,5.0116873,4.6162453,
3585284841053,-0.022602014,-0.036651913,0.19730948,,8.566454,5.4324436,5.475539,,0.2778628,-0.43309882,-0.036316924,0.856679,1.4873166,0.45521498,0.8621445,,7.0791373,4.9772286,4.6133947,
3585309120169,0.053145275,0.027488936,0.1301143,,8.647857,5.398925,5.197812,,0.2771267,-0.43369293,-0.035202622,0.8566633,1.5480871,0.44871044,0.58705854,,7.0997696,4.9502144,4.6107535,
3585325451515,0.09101892,0.047036625,0.04886922,,8.444349,5.3247046,5.0038815,,0.27737692,-0.43365133,-0.033856433,0.8566576,1.4527149,0.4151883,0.45588827,,7.1017675,4.9478235,4.6102424,
3585341954976,0.118507855,-0.021380283,-0.044593163,,8.058883,5.3941364,4.9200845,,0.27811489,-0.43350005,-0.033476077,0.8565099,0.95912504,0.4374628,0.31625795,,7.0997577,4.9566736,4.6038265,
3585366286822,0.13194689,-0.06536258,-0.06352998,,7.9750857,5.3223104,4.5920787,,0.27907774,-0.43371326,-0.03358673,0.85608435,0.8767381,0.3420844,0.011553764,,7.0983477,4.980226,4.580525,
3585382791553,0.105068825,-0.06169739,-0.12034045,,7.9224133,5.3103395,4.5154643,,0.2805925,-0.43437114,-0.034399156,0.85522294,0.82569313,0.3106904,-0.046384335,,7.09672,4.999649,4.5618486,
3585407119015,0.0983493,-0.040927973,-0.14294247,,7.735666,5.17387,4.5896845,,0.28219032,-0.4347386,-0.035480544,0.85446596,0.64629936,0.14214087,0.051736355,,7.092224,5.020813,4.5455694,
3585423620938,0.13316862,-0.0036651916,-0.14172074,,7.678205,5.1235914,4.654328,,0.28155795,-0.43602458,-0.039608113,0.8538378,0.59501314,0.06973553,0.13135052,,7.083192,5.053856,4.5229774,
3585448165822,0.16371189,-0.021380283,-0.18448131,,7.848193,5.0493712,4.608838,,0.2836244,-0.43607044,-0.039981775,0.8531128,0.77411747,-0.03828907,0.10955191,,7.0740757,5.0876603,4.499286,
3585456333361,0.17837265,-0.036651913,-0.20341812,,7.9008656,5.094861,4.5896845,,0.28461647,-0.4360076,-0.039771117,0.85282433,0.82991076,-0.0059375763,0.10037947,,7.070955,5.1007986,4.489305,
3585505275399,0.18387043,-0.17837265,-0.44165558,,7.8912888,5.269638,4.3287168,,0.29058194,-0.4372567,-0.0434778,0.84998727,0.8495498,0.052462578,-0.071894646,,7.041739,5.2171755,4.4006114,
3585521607360,0.1881465,-0.21380283,-0.4605924,,7.7667904,5.2480903,4.292804,,0.29328787,-0.4377031,-0.046334397,0.8486763,0.7476034,-0.03155899,-0.06915903,,7.019187,5.2796493,4.361963,
3585546103976,0.1685988,-0.14905111,-0.48502702,,7.9511437,5.4324436,4.225766,,0.29740688,-0.43846026,-0.050770137,0.8465956,0.9668641,0.05753565,-0.075464725,,6.9842796,5.374908,4.301231,
3585562266437,0.16493362,-0.09162979,-0.50762904,,8.583213,5.439626,4.402937,,0.30028468,-0.4384506,-0.052506033,0.8454783,1.6217914,0.008595467,0.13527536,,6.9614215,5.4310308,4.2676616,
3585586767322,0.20097467,0.029321533,-0.7134906,,9.950302,5.449203,4.879383,,0.30479327,-0.43644977,-0.053265013,0.8448524,2.5386043,-0.16741991,0.53273153,,6.880457,5.5536585,4.2410617,
3585603267322,0.34513888,-0.15027285,-1.278541,,12.071565,5.3845596,5.303157,,0.31422353,-0.43155414,-0.05616758,0.84372383,5.2762747,-0.2906909,1.085815,,6.79529,5.6752505,4.217342,
