Sensor,linear_acceleration,linear_acceleration,linear_acceleration,rotation_vector,rotation_vector,rotation_vector
Axis,x,y,z,x,y,z
656555834332750,0.28479734,0.06216369,0.1422453,0.0069317576,-0.0015159191,-0.87849385
656555858914558,0.33847675,-0.071177386,0.16855717,0.006832156,-0.0015589064,-0.86969924
656555883483943,0.62985873,-0.17039001,0.010426521,0.006368984,-0.0016582638,-0.8618354
656555899862519,0.49927917,-0.1558038,0.075014114,0.0058096927,-0.0018394913,-0.8529334
656555916199789,0.38242063,-0.020819344,0.108468056,0.0055870404,-0.0019044972,-0.8509949
656555924372481,0.72485936,-0.26650363,0.14194107,0.0043950714,-0.0023674967,-0.8465621
656555989880019,-1.8783811,0.67577267,0.050807953,0.0046123057,-0.00238776,-0.8446808
656556014454481,-0.3193503,0.17380047,0.09401989,0.0052412874,-0.0023341426,-0.83893377
656556038986750,-0.046429023,0.113871574,0.14198208,0.0056056636,-0.0023501078,-0.83308077
656556071680711,0.79253274,-0.5571166,0.082164764,0.005768144,-0.002364808,-0.82481015
656556079864596,0.9086426,-0.63133097,0.12760639,0.0055556973,-0.0023484433,-0.82285
656556104435903,1.5014071,-0.67029727,0.12968254,0.003793041,-0.0024017778,-0.8180218
656556120829672,0.15598588,0.241788,0.15834713,0.0032676803,-0.002475368,-0.81653607
656556137195403,0.22432116,0.18946473,0.13436604,0.0028444414,-0.002602445,-0.81605047
656556161706442,-0.21833353,-0.021025624,0.09363556,0.0023816077,-0.0027680884,-0.8159004
656556186274788,-2.699426,0.8358742,0.08164692,0.0021971823,-0.002762494,-0.81417465
656556202651903,-2.5586178,0.8257888,0.069708824,0.002777589,-0.0025242139,-0.81044304
656556227192634,-1.1759123,0.23430575,0.124892235,0.0039713276,-0.0020818254,-0.80100816
656556243560634,-0.35136423,0.16007198,0.1082325,0.0046696737,-0.0018225596,-0.79306763
656556259952287,-0.6370965,0.2544866,0.08916092,0.005163608,-0.0016294363,-0.78438216
656556284485903,-0.9341515,0.009976976,0.048624992,0.0060004173,-0.0013418655,-0.76986074
656556300836518,-0.105497405,-0.94520926,0.087034225,0.006478745,-0.0010046731,-0.75918514
656556317196326,0.17727411,-1.0651313,0.10621071,0.0066128275,-0.0006466354,-0.74862885
656556333543441,0.17607263,-0.62309945,0.02240944,0.0066234465,-0.00026804008,-0.7376395
656556358141556,1.4974662,-0.8833742,-0.47096252,0.005763795,0.0014818871,-0.7210071
656556374495864,1.0035309,-0.763245,0.072301865,0.0047516855,0.0012917648,-0.7121766
656556407204479,0.21092056,0.0019590762,0.06965542,0.0030222062,0.0015068684,-0.69610107
656556431772402,0.5557606,0.024173874,0.1533823,0.0023726295,0.0014785521,-0.68368876
656556448148748,-0.14613263,0.11410487,0.07435703,0.002208234,0.0014483492,-0.6748936
656556472694210,-0.3223069,-0.06381782,0.08391094,0.0018755267,0.0015033692,-0.65320873
656556497235363,-0.1652097,-0.15229186,0.12220192,0.0016528041,0.0014817051,-0.6411334
656556521779863,0.6619225,-0.34731263,0.11259842,0.0012768754,0.001397201,-0.6223574
656556538113940,0.7998295,-0.3240853,0.1580677,0.0009128368,0.001310737,-0.6107917
656556562660094,0.33990127,0.11422108,0.0886116,0.00038806192,0.0010757322,-0.5967048
656556579030555,0.0034754612,0.102547795,0.067053795,8.529962e-05,0.0009119987,-0.5884931
656556603630401,-0.30615765,-0.12041039,0.14126968,-0.00017971238,0.0007426443,-0.5759633
656556619985978,-0.4500175,-0.059051823,0.059866905,-0.00032609803,0.0006748639,-0.5670971
656556636359786,0.18694116,-0.1268,0.10535622,-0.0005387427,0.0006327821,-0.55260974
656556652695132,0.7891819,-0.18664621,0.03592968,-0.0006107171,0.0006366035,-0.5478234
656556677261132,0.93826693,-0.06876822,0.02881813,-0.00201919,-0.0006152299,-0.53508174
656556693638440,0.6889095,-0.019063324,0.062369347,-0.002295657,-0.00091026025,-0.5277865
656556718181286,0.52193046,-0.23927668,0.10312939,-0.0026931202,-0.001364409,-0.51887894
656556734547670,0.5940568,-0.38082322,0.1462698,-0.0030802747,-0.0017446029,-0.5133834
656556759114901,1.0295132,-0.52166206,0.2564602,-0.0032701388,-0.0018897763,-0.51105887
656556783640862,-0.033443693,0.038442902,0.11282349,-0.0033231007,-0.0019979253,-0.51037884
656556800015170,-0.0728111,0.06567783,-0.03319645,-0.0034524105,-0.00212598,-0.5103831
656556816368978,-0.065421194,0.05270959,0.088947296,-0.0036328724,-0.0022904975,-0.5103806
656556840933439,-0.07426696,0.031733405,0.09135628,-0.0037011649,-0.0023486281,-0.5103612
656556857323631,-2.7411613,-0.54532206,0.050637245,-0.0037769305,-0.0020062714,-0.50999266
656556873685785,-3.1004374,-0.029833697,0.043416023,-0.0037648152,-0.0014725532,-0.50461483
656556898197246,-1.2302506,0.6267992,0.16070652,-0.0036866674,-0.000295367,-0.4821825
656556914568823,-0.8788791,0.3473767,0.117549896,-0.0034540836,4.878045e-05,-0.47491544
656556930953054,-0.21557447,-0.11862881,0.12709713,-0.0031547751,0.0006624411,-0.45896983
656556955494746,2.323203,-1.1428676,0.040909767,-0.0030205182,0.0012255801,-0.43266484
656556971857592,2.3109314,-1.251905,0.09843445,-0.003584553,0.0010004465,-0.4165125
656556996382208,0.27340508,-0.22805375,0.14166546,-0.004529704,0.0005137391,-0.39536506
656557020911746,-0.39060646,0.37522334,0.11544132,-0.0051425165,0.0002206679,-0.37557864
656557037256746,-0.35423094,0.49341702,0.13702774,-0.005336269,0.000118414166,-0.36275285
656557061799477,-0.6627405,0.45020106,0.10592556,-0.005440425,6.800854e-05,-0.34405318
656557078194630,-0.68883103,0.31946403,0.0962553,-0.0049749967,0.00035863317,-0.33076876
656557094576592,-0.2636635,-0.052730635,0.112888336,-0.0041711633,0.0009878812,-0.31616408
656557119124438,-0.2928067,-0.37287715,0.13443851,-0.0041270987,0.0012218934,-0.29198322
656557143634861,-0.5542251,-0.40729868,0.18714905,-0.004227321,0.0016071884,-0.26512104
656557168204668,0.07935374,-0.52813673,0.12736607,-0.0044411086,0.0020998302,-0.23564284
656557184579861,-0.11280405,-0.08711668,0.067554474,-0.0045527597,0.00237007,-0.21639785
656557200949822,0.14527479,0.027166106,0.07237244,-0.004640806,0.0025165195,-0.19803974
656557225497437,0.34483576,0.1711889,0.06041622,-0.004691548,0.0025668042,-0.17374592
656557241890745,0.680675,0.14232433,0.12266731,-0.0047167507,0.0025292088,-0.15924452
656557258261360,0.84776515,0.06651178,0.16575336,-0.004829899,0.002205161,-0.1460753
656557282774630,0.20931305,-0.10457431,0.07474613,-0.004853975,0.0017908026,-0.12883124
656557299113245,0.007041272,-0.3149659,0.13938427,-0.0049100467,0.0015585413,-0.117782146
656557323691552,0.40618083,-0.35173118,0.043650627,-0.0051514613,0.0013382161,-0.10082222
656557340077206,0.31361085,-0.2148284,0.08445072,-0.0057364753,0.00063748873,-0.08966271
656557356434091,-0.027496409,-0.15959775,0.11576557,-0.0065533263,-0.00027979066,-0.07822712
656557372812860,-0.43344048,0.06792685,0.1326294,-0.006931388,-0.0005222823,-0.06636921
656557397325783,-0.24126676,-0.11144252,0.12790108,-0.007161079,-0.00036301315,-0.047745753
656557413725283,0.24439174,-0.23245482,0.07048607,-0.007325698,-0.0002201084,-0.035351858
656557438292860,0.29322603,-0.054935247,0.101724625,-0.007706635,-0.00040301651,-0.019416412
656557454653937,-0.1716572,-0.024963751,0.0634346,-0.0077646356,-0.00037636378,-0.009654735
656557479199667,-0.12782018,-0.10443887,0.12331772,-0.007857107,-0.0003371805,0.005820806
656557495552013,0.40645537,-0.13183141,0.11136627,-0.007923581,-0.00028162907,0.016534768
656557520080821,0.14547227,-0.15480931,0.030097961,-0.008326204,-0.0006550734,0.031137154
656557536455859,-0.39856818,0.14323297,0.073254585,-0.008499506,-0.00077091367,0.040753476
656557560994052,-0.32276002,0.4032265,0.102005005,-0.008583779,-0.00046357032,0.05663255
656557577383936,-0.046468187,0.18938404,0.05886078,-0.008445829,-0.00013338335,0.0676632
656557593777359,0.30362377,-0.25376135,0.101955414,-0.008444547,-7.3683535e-05,0.078320354
656557618322436,-0.030674884,-0.11608522,0.101979256,-0.0085194055,-3.027233e-05,0.092200615
656557634658244,-0.50671566,0.15233952,0.18817997,-0.0085470965,4.2736505e-05,0.1001008
656557675629243,-0.072953075,-0.28249234,0.11879444,-0.008670417,0.0004526653,0.12459966
656557692000974,-0.08969409,-0.61396545,0.14277554,-0.008775187,0.00058551785,0.13612078
656557716547089,0.6396988,-0.16434062,0.12127495,-0.008910789,0.0006217213,0.15279427
656557732942897,0.47681925,-0.10989228,0.013566971,-0.009005161,0.00051653263,0.16240637
656557757474205,0.20710625,-0.0023143142,0.116550446,-0.009109177,0.0003036462,0.17493752
656557773832358,-0.09230551,0.1970932,0.07825565,-0.009144426,0.00022353494,0.18215905
656557798382243,-0.40340096,0.31849724,0.09745216,-0.009258888,-0.0003702776,0.19099239
656557822955820,-0.9025697,0.50611675,0.13574219,-0.009215992,-0.00025545844,0.19959666
656557839350166,-0.3425459,0.35521746,0.08065987,-0.009157183,-0.0005827131,0.20790271
656557855720743,-0.0059255417,0.18803596,0.09501934,-0.009107153,-0.0009692598,0.21812892
656557872070550,0.40616596,-0.11023319,0.15006065,-0.009030518,-0.0010378498,0.22874309
656557896612281,-0.53282285,-0.17660958,0.085391045,-0.0089536775,-0.0010435154,0.24195345
656557921182627,-0.7433867,-0.09143491,0.104519844,-0.008928364,-0.00051591644,0.2542042
656557937555435,-0.7984444,-0.14862104,0.08299351,-0.008990251,0.00052534795,0.26283064
656557953923012,-0.42723027,0.08245332,0.056732178,-0.009138606,0.0011661364,0.27201417
656557978460896,0.024836041,-0.13686411,0.13352013,-0.009429768,0.0021897291,0.28728268
656557994834435,0.0457005,-0.2882561,0.085642815,-0.009452426,0.0021763651,0.29792634
656558019355434,0.19848432,-0.4965016,0.112047195,-0.009597729,0.0023435005,0.31383353
656558035722934,0.26318097,-0.44568196,0.076361656,-0.010192306,0.002298554,0.32476428
656558060302742,0.56408256,-0.2822531,0.098293304,-0.011270238,0.0013099004,0.3413811
656558076689434,0.66925997,-0.2999574,0.16555882,-0.01184959,5.120774e-05,0.3517085
656558101240050,0.6912721,-0.33081025,0.11810398,-0.012475796,-0.002573799,0.3654707
656558117588742,0.48412308,-0.26283514,0.15887547,-0.0125431465,-0.002909407,0.37292078
656558142133396,-1.0862489,0.25278765,0.07995033,-0.012666472,-0.0031087247,0.38370934
656558158522395,-1.3971089,0.12836763,0.0680151,-0.012790935,-0.002878202,0.39265633
656558183081549,-0.90141636,0.13258079,0.06092739,-0.013114966,-0.0021820685,0.4078606
656558199426318,-0.8540847,0.23089044,0.10646248,-0.013280951,-0.0016343858,0.4175993
656558224007780,-1.1734502,0.17624792,0.10659218,-0.013611723,-0.0005915552,0.43267787
656558240384780,0.08149707,-0.08990604,0.16651917,-0.013753597,0.0004077842,0.44419116
656558256722934,1.0627906,0.23678587,0.17137623,-0.013860277,0.00084018055,0.45601186
656558281274664,-0.034314677,0.278072,0.13540363,-0.013735542,0.0010517947,0.47164994
656558297648510,-0.9914815,0.04433374,0.09708691,-0.01370166,0.0012407752,0.48083675
656558322245010,-0.84330916,-0.16540164,0.10439587,-0.013859449,0.0019128984,0.49457368
656558338598549,-0.6391354,-0.2737144,0.14046669,-0.014073899,0.0023931009,0.5041039
656558354918856,-0.7533346,-0.17266497,0.12195969,-0.014958948,0.003603404,0.5144373
656558379429741,0.3549729,-0.12302071,0.13949776,-0.01582663,0.00509667,0.53144366
656558395806625,0.8224853,-0.25435698,0.12038994,-0.015850138,0.0052501103,0.54219544
656558420351510,0.6595779,-0.4164157,0.14915943,-0.015897183,0.0052982387,0.55613196
656558436712933,1.2137803,-0.50715184,0.09406471,-0.015923453,0.0050796038,0.56439656
656558461258048,0.84029436,-0.36368024,0.11062145,-0.015745528,0.004230188,0.57655877
656558477662394,0.46653074,-0.2394664,0.17272854,-0.0156074995,0.0035395562,0.58401877
656558502172894,0.6955398,0.18918121,0.095915794,-0.0154464,0.0031229486,0.588985
656558510355856,0.4290393,-0.05704792,0.13176346,-0.0154464,0.0031229486,0.588985
656558534906356,0.8317358,-0.22085391,0.05012989,-0.0151786115,0.0024862417,0.59541154
656558559479394,1.2172778,-0.2122835,0.018733025,-0.01483338,0.0016294414,0.5985791
656558575851009,1.485842,-0.5196957,0.13825321,-0.014357166,0.0003983562,0.59922737
656558600400701,-0.0025335997,0.11410494,0.12369156,-0.014245963,0.00015401188,0.5992298
656558616736509,-0.028752372,0.120111234,0.10444546,-0.014079747,-0.00017127873,0.5992128
656558641308701,-0.0972822,0.11539522,0.10426903,-0.013744413,-0.0006250713,0.5992005
656558665854701,-0.05168675,0.095404744,0.12801552,-0.013347649,-0.0010834886,0.5991817
656558674037201,-0.05788192,0.09726076,0.10164738,-0.013282684,-0.0011244888,0.5991834
656558698581855,-0.08313054,0.09061241,0.113557816,-0.013166838,-0.0011207095,0.59916705
656558714971855,-0.054132283,0.09913862,0.11832714,-0.01313213,-0.0010776354,0.59916496
656558739482393,-0.058745444,0.08285116,0.101527214,-0.013059014,-0.0010115886,0.5991558
656558764027316,-0.039791882,0.0697273,0.10862923,-0.012908086,-0.00091121957,0.59914726
656558780385278,-0.07034461,0.067045,0.10857868,-0.012816043,-0.0008059456,0.5991497
656558804960431,-0.062395528,0.0681102,0.11808777,-0.0126089575,-0.00053531356,0.59913665
656558829499393,-0.048626915,0.06871548,0.10126686,-0.012489433,-0.00024440134,0.5991252
656558854042700,-0.04861249,0.072083116,0.10601139,-0.012424422,-0.000105376166,0.59912336
656558870376431,-0.047193974,0.059852436,0.10119057,-0.012356583,6.426952e-05,0.59911853
656558894943239,-0.03575179,0.07834274,0.09397411,-0.012356583,6.426952e-05,0.59911853
656558919491623,-0.042594716,0.075492136,0.10110664,-0.012250569,0.00016545618,0.5991042
656558944038200,-0.0468079,0.04446198,0.09388733,-0.01217424,0.0002594289,0.59908956
656558976781046,-0.02517493,0.05041927,0.12258625,-0.012102203,0.0004714012,0.5990781
656559001296854,-0.039930016,0.054985598,0.10102177,-0.012056604,0.0006334062,0.59906155
656559017661046,-0.049429417,0.043811828,0.10338688,-0.0119937565,0.0006854461,0.59905565
656559042237161,-0.030964985,0.047004983,0.10813618,-0.011907541,0.0007064161,0.599031
656559058602546,0.28518414,-0.07093391,0.10812569,-0.011885568,0.000730674,0.59899384
656559074958007,1.5591097,-0.4685359,0.11505699,-0.01134967,-0.00037144843,0.59843004
656559099503738,2.241989,-0.12012057,0.1363926,-0.010745315,-0.001648401,0.5939945
656559115840315,0.94477105,-0.23624362,0.069247246,-0.010395777,-0.0021454957,0.5854241
656559140408353,-0.3161537,-0.08921537,0.21999073,-0.009977889,-0.002899785,0.56873465
656559156779661,-0.64205724,0.060948208,0.049975395,-0.009808372,-0.0032317895,0.55760294
656559181324545,-0.7251998,0.2669727,0.09543514,-0.00968686,-0.0033456944,0.5432638
656559197681238,-0.65908533,0.21592279,0.11696148,-0.0096604,-0.0032703567,0.5351019
656559214084430,-0.34847915,-0.0152217895,0.16242313,-0.009617185,-0.0031719774,0.5271222
656559238591430,-0.0832997,-0.18059373,0.07861996,-0.0096375365,-0.003059094,0.51529676
656559254969122,0.0014104098,-0.058609962,0.085793495,-0.009622914,-0.0030282629,0.5070333
656559271328237,0.07917391,0.0117985755,0.16003704,-0.009725093,-0.0029059222,0.49838978
656559295904660,-0.0936663,0.04094161,0.14566803,-0.009719422,-0.002883554,0.48411423
656559320429622,0.1350027,-0.060111314,0.121691704,-0.009602909,-0.0029716655,0.46890828
656559336804429,0.066061765,-0.17276765,0.049847603,-0.009533773,-0.0030411866,0.4576449
656559361313506,0.25821006,-0.5560646,0.116903305,-0.009494677,-0.00329855,0.43877622
656559377712622,0.14595845,-0.5417154,0.06665897,-0.00950501,-0.0035208503,0.42475218
656559394071429,-0.12961173,-0.442424,0.11939335,-0.009566426,-0.0037929867,0.41077992
656559418612044,-1.0108593,-0.13295089,0.19611645,-0.009803788,-0.0039194124,0.39032054
656559434985044,-1.0010417,0.14825594,0.100543976,-0.010528288,-0.0032542362,0.3776554
656559459559160,-0.58703613,-0.1315312,0.105555534,-0.011295168,-0.0022835932,0.35949892
656559475894621,-0.434741,-0.24934599,0.043364525,-0.011481747,-0.0019919747,0.34784004
656559500441083,-0.3675964,-0.06249413,0.12967014,-0.011753355,-0.001860104,0.33072385
656559516795698,-0.30121127,0.15135396,0.0986166,-0.01191419,-0.0018192877,0.3207581
656559541362006,0.14497137,0.048823267,0.10823631,-0.011975935,-0.0020031333,0.30746606
656559557733429,0.23892105,0.10721584,0.10827732,-0.011944622,-0.0026193738,0.29908484
656559574101313,0.23956376,0.088425204,0.086728096,-0.01188767,-0.002839906,0.2907814
656559598552621,0.38369894,0.10436997,0.06275654,-0.011756648,-0.0031112437,0.27769244
656559614931659,0.059542116,-0.25377202,0.05074978,-0.011638591,-0.0032599925,0.26842993
656559639477505,-0.59128684,-0.15469955,0.21357727,-0.011700874,-0.0032111874,0.25524887
656559655845390,-0.88103735,0.20336881,0.1634512,-0.011997288,-0.003317236,0.24763756
656559680390851,0.0049445936,0.19346224,0.10359001,-0.011954601,-0.00343221,0.23860952
656559696787467,0.35415068,-0.15634845,0.17062187,-0.011924306,-0.0033914188,0.22506626
656559713139697,0.23682927,-0.015746936,0.113147736,-0.011924306,-0.0033914188,0.22506626
656559729476274,0.028383026,0.029980853,0.15864754,-0.0119374115,-0.00341578,0.21649316
656559754024082,-0.29867804,-0.33511502,0.09630585,-0.011838965,-0.0030496344,0.2032157
656559778603389,-0.6071926,-0.22030869,0.12981701,-0.011918272,-0.0026528614,0.19171365
656559803151697,-0.87807506,0.47581905,0.09880352,-0.012042742,-0.002892386,0.18545164
656559811272774,-0.9808001,0.6486646,0.09642124,-0.012062028,-0.0027133157,0.17847976
656559827647543,-0.501673,0.69049877,0.12744713,-0.011767462,-0.0017850854,0.17336592
656559852152466,-0.18121383,0.16153103,0.09375763,-0.011654368,-0.0014981021,0.17093588
656559876723466,0.5580949,-0.38043648,0.09607887,-0.01162658,-0.0015092932,0.16728905
656559893094120,0.13356614,-0.1552158,0.08410835,-0.011624012,-0.0016268775,0.15997082
656559909455696,-0.22007926,0.22056088,0.11762428,-0.011624012,-0.0016268775,0.15997082
656559933998235,-0.5633928,0.5392754,0.07926655,-0.011520361,-0.0015848196,0.15377001
656559958573196,-0.2194396,0.14057288,0.09349728,-0.011197835,-0.0010821063,0.15054062
656559974920581,-0.026989952,0.04882492,0.10300827,-0.011135236,-0.0009876274,0.15046047
656559999467465,0.583789,0.12500581,0.10055542,-0.011013459,-0.00082647236,0.14994101
656560015838504,1.1154046,0.130231,0.145998,-0.01089914,-0.0009045266,0.14790028
656560040411888,0.07308913,0.16693085,0.10280895,-0.010662831,-0.0010825202,0.14088847
656560056769081,-0.27329272,0.16043773,0.14821911,-0.010500402,-0.0007079625,0.13483709
656560081318350,-0.07377127,-0.15942435,0.102663994,-0.010363992,-0.00018533,0.12595227
656560105860926,-0.34191537,-0.27833956,0.097854614,-0.010312959,0.00015367563,0.11765743
656560122223619,-0.05443207,-0.096410856,0.13616848,-0.010325344,0.0003343857,0.11282577
656560146773772,1.3971754,0.072437435,0.11458683,-0.010242337,0.00023649707,0.10296554
656560163138196,1.0751467,-0.10848074,0.09778118,-0.010131042,-7.1390816e-05,0.09211579
656560187720695,0.038568247,-0.23376426,0.004377365,-0.010029364,-0.0007106902,0.07200038
656560204069465,-0.21674962,-0.31129134,0.1169405,-0.010079501,-0.0011522485,0.059234813
656560220402657,-0.52276593,-0.056547135,0.09781551,-0.010124341,-0.0013831622,0.047874298
656560244944349,-0.46909204,0.019609332,0.12654972,-0.010109916,-0.0015475305,0.033100516
656560269524464,-1.020025,0.086215876,0.0882349,-0.010095695,-0.0013024869,0.016013792
656560285863926,-0.27407032,-0.01277411,0.14806461,-0.010025653,-0.0008004268,-0.009141101
656560334912426,0.23463729,0.10227412,0.02590847,-0.009986773,-0.0007142312,-0.014027028
656560359481464,0.06416856,0.2225028,0.07854843,-0.0099051045,-0.0007123754,-0.029150357
656560384023041,0.32175756,0.0011048913,0.15031242,-0.009741816,-0.00075500185,-0.04298858
656560400383848,0.52218825,0.06660423,0.1382885,-0.009568789,-0.0010783549,-0.05196091
656560416755464,0.86903644,0.46333808,0.11903858,-0.009123754,-0.0021325657,-0.061388362
656560433164887,1.0594363,0.4640526,0.07589722,-0.0083462605,-0.0039829374,-0.07251714
656560457674002,0.6158033,0.041022792,0.044774055,-0.007939524,-0.004749933,-0.09306494
656560474049387,0.16475663,-0.6353811,0.05438423,-0.007767172,-0.0051890668,-0.108931005
656560498592848,-0.7755192,-0.31934816,0.066431046,-0.0077278055,-0.0056008114,-0.1334147
656560514934810,-0.1698815,0.057652548,0.09035492,-0.007638455,-0.0056455643,-0.14723396
656560539479771,0.2475333,-0.10594228,0.15976715,-0.0074954927,-0.0057485304,-0.16566268
656560564040156,-0.5879005,-0.12750955,0.11428261,-0.007400175,-0.005890544,-0.18338063
656560580370886,-1.0500066,-0.13264596,0.14776802,-0.0073288414,-0.005835646,-0.19438988
656560596751540,-0.8364077,-0.192734,0.10456562,-0.007206037,-0.0055174204,-0.20517796
656560621293309,-0.3663707,-0.23963954,0.16638756,-0.0073362743,-0.002595659,-0.22109275
656560645860848,0.7375688,-0.2978465,0.096987724,-0.007790508,-0.0012257686,-0.23789644
656560662227386,0.5503356,-0.43244845,0.17137718,-0.008319205,-0.0012737733,-0.24996048
656560678624155,-0.04724699,-0.1407543,0.071068764,-0.009018518,-0.0014416763,-0.26172116
656560703040809,-0.29898775,0.2633394,0.09508133,-0.00920333,-0.0015299234,-0.2763556
656560727606270,0.5432098,0.38050932,0.07830334,-0.009141055,-0.0015970734,-0.28827745
656560743959155,0.5961699,0.15311559,0.09506321,-0.0091091,-0.0017703995,-0.29676592
656560760353347,-0.1826436,-0.30601323,0.11423683,-0.009122893,-0.0019742753,-0.30629134
656560776712001,-0.56876963,-0.5657713,-0.005464554,-0.009299788,-0.0019273851,-0.32017115
656560801281424,-0.77646196,-0.22309293,0.04496765,-0.009697129,-0.001188953,-0.3286944
656560825787155,-1.1364584,0.11123242,0.071305275,-0.0097606685,0.000447148,-0.33913317
656560842165193,-1.3963497,0.2906968,0.12632465,-0.009608735,0.00088895776,-0.34376708
656560858524693,-0.80579865,-0.28117073,0.0975523,-0.009426585,0.0014501681,-0.34586495
656560883097077,0.31191698,-0.027747586,0.11426258,-0.009159614,0.0021256667,-0.34716156
656560899455077,0.4476735,-0.049337342,0.09270382,-0.009082665,0.0023307342,-0.34829035
656560924032154,0.6060866,-0.14894609,0.41354847,-0.00915733,0.0022768434,-0.35082555
656560940377500,0.78360766,-0.25394925,0.15744495,-0.0094479695,0.0019104484,-0.35332114
656560956708539,0.35711026,-0.056054756,0.047445297,-0.009897359,0.0013150568,-0.3565413
656560981273039,-0.43289715,0.44161773,0.07379818,-0.009961666,0.0011386661,-0.36157873
656561005850154,0.27106705,0.0011050552,0.061793327,-0.00988694,0.001030921,-0.36596462
656561022209769,0.3177775,-0.003372997,0.013890266,-0.009851839,0.00085552194,-0.36905864
656561038559192,-0.04788531,0.10536735,0.07374191,-0.009861367,0.0006686776,-0.37239957
656561054952961,-0.41205376,0.25787076,0.02101326,-0.00971632,0.00063162966,-0.3756461
656561079481654,-0.5410684,0.29340005,0.13326454,-0.008940031,0.00089866226,-0.37961265
656561095853346,-0.36176127,0.20032825,0.14019108,-0.008113394,0.0013568102,-0.38173208
656561112209615,-0.34226868,0.22641075,0.12798405,-0.0067604906,0.0022242884,-0.38425416
656561136772923,-0.09138797,0.11778538,0.06789589,-0.0058018826,0.0027689727,-0.3863021
656561161337730,0.18159516,0.017557636,0.0965147,-0.0054347133,0.0029269275,-0.38756752
656561185881345,0.7045369,-0.29004186,0.18747711,-0.005448898,0.0027403417,-0.38989353
656561202214307,0.42069244,0.52498746,-0.4710312,-0.005112809,0.0024108638,-0.3927389
656561218609038,-0.9269562,0.261059,0.2903757,-0.005535224,0.0019744895,-0.3972058
656561243120768,0.5189333,-0.31206444,-0.023275375,-0.0054829163,0.0019853746,-0.4037234
656561259480037,0.1803353,0.12894426,0.09644413,-0.005561908,0.001876264,-0.41030902
656561284012614,0.0029668463,0.12345547,0.15868855,-0.0055610943,0.0018115843,-0.42181012
656561300409307,0.11339469,0.2817886,0.16824055,-0.005442636,0.0018289364,-0.42985043
656561316738153,0.4273433,0.11374558,0.108353615,-0.0052883634,0.001829607,-0.4381501
656561333119691,0.4806416,0.10661305,0.14663792,-0.0052037877,0.0017465809,-0.44681996
656561357662037,0.29938048,-0.09313309,0.060337067,-0.004852328,0.0010128532,-0.46086538
656561382227499,0.029707808,-0.26276124,0.28299713,-0.004896172,0.0007637896,-0.4760516
656561398595652,0.3875091,-0.26051274,0.086693764,-0.0050324323,0.0005417342,-0.48576263
656561423166268,-0.013749611,-0.13703844,0.12992287,-0.005697522,7.802004e-05,-0.49913546
656561439495191,0.0823953,-0.17231806,0.13238907,-0.0060056,-8.935027e-05,-0.507231
656561464059575,0.19335207,-0.029705107,0.09413719,-0.0062337383,-0.00024488007,-0.5194653
656561480411114,0.51270604,0.11060057,0.14928246,-0.006530864,-0.0005230096,-0.52737486
656561513114613,-0.4554413,0.2537906,0.075115204,-0.006636421,-0.001256706,-0.5442907
656561537682959,-0.6129526,0.08398847,0.039046288,-0.006039179,-0.0010943189,-0.5573207
656561554026344,-0.0055522844,0.083456926,0.0077848434,-0.005470669,-0.000881457,-0.56601375
656561578567229,0.49591172,-0.06576598,0.05787754,-0.0045688027,-0.0006273022,-0.57927567
656561594931305,0.09451552,-0.15298006,0.0003900528,-0.004409947,-0.00064322073,-0.5885841
656561619500113,0.08567721,-0.017042518,0.1512165,-0.0043528685,-0.0007200634,-0.6032213
656561644040844,-0.09422481,0.20690495,0.14881992,-0.0043114386,-0.0008575277,-0.6181805
656561660441382,-0.87275404,0.15010577,0.13441849,-0.00409462,-0.0008572877,-0.62792385
656561676801920,-1.2431276,0.37936264,0.036079407,-0.0029034892,-0.00017301105,-0.63613343
656561701244190,-0.85456944,0.25374824,0.10784626,-0.0023373424,6.737223e-05,-0.645232
656561725782997,-0.4461488,0.005170308,0.11498833,-0.0018025015,0.00036809908,-0.652255
656561742175613,-0.6603691,0.015195581,0.10299969,-0.001442918,0.000638004,-0.6566573
656561758534305,-0.10516947,0.20844576,0.08383274,-0.001007824,0.00089891057,-0.66067415
656561774884189,0.34436673,0.1890491,0.20832634,-0.00067861716,0.0010666356,-0.6646476
656561799468843,0.4078163,0.1987027,0.11735439,0.00039512457,0.0013442585,-0.6712957
656561815833651,0.29989013,0.1280683,0.07665348,0.0007050608,0.0012180221,-0.6761374
656561840378997,0.17730583,0.015956724,0.114951134,0.00086974597,0.0008672801,-0.68418884
656561864950074,-0.13125576,-0.17884526,0.081433296,0.000922241,0.0008368341,-0.6927586
656561873125689,-0.29122075,-0.27721295,0.13650131,0.000948803,0.0008423633,-0.69551915
656561897685650,0.092436686,-0.27836064,0.0814352,0.0008466919,0.00098396,-0.7031199
656561914056727,0.14843313,-0.11863992,0.14607716,0.0006527422,0.0010734771,-0.7078007
656561938555766,0.07536301,0.3732545,0.028759003,0.00057822955,0.0010626977,-0.7140021
656561954949304,-0.16268092,0.2126831,0.098189354,0.0005523035,0.0010176128,-0.71771914
656561979517689,-0.2094956,0.09780046,0.1532526,0.0005093367,0.0009684075,-0.7226531
656561995877919,-0.04296772,-0.032015517,0.083823204,0.0005810699,0.0009932927,-0.72553664
656562020412919,0.48887652,-0.09077679,0.09339237,0.00038275804,0.00087522727,-0.7294027
