Sensor,linear_acceleration,linear_acceleration,linear_acceleration,rotation_vector,rotation_vector,rotation_vector
Axis,x,y,z,x,y,z
656551979025304,0.10412072,-0.073670566,0.123319626,-0.0076042796,0.0020334923,0.14456956
656552003573765,0.39441475,-0.16089265,0.12813473,-0.007843768,0.001340446,0.1538793
656552019962188,0.027619442,-0.07782453,0.0970459,-0.00801271,0.0009977204,0.15946814
656552044523342,-0.07174888,0.018648744,0.09708977,-0.008166901,0.00083733734,0.16846772
656552060891765,0.18079177,-0.07912755,0.1497736,-0.008201648,0.00083998276,0.17469281
656552085473380,0.22657454,-0.06934579,0.046855927,-0.008319862,0.0006316096,0.18412374
656552101847149,0.04514327,-0.032688245,0.09237003,-0.008416249,0.00021433928,0.19046216
656552118184457,-0.045705456,-0.010567725,0.10435104,-0.008447435,0.0001591171,0.19699086
656552142737841,-0.1400617,0.020435363,0.09718037,-0.008482754,0.00026318242,0.20708442
656552159114188,-0.095265925,0.03466977,0.07084942,-0.008496521,0.0002869695,0.21426459
656552183713457,0.047075998,-0.07456614,0.087610245,-0.008492503,0.0004967439,0.22564532
656552200070572,0.15178987,-0.07533117,0.08761883,-0.008507451,0.00064811483,0.23296267
656552216451264,-0.010849707,-0.054309636,0.0924263,-0.008546304,0.00084023474,0.23976369
656552240973341,-0.11422699,0.002295673,0.113986015,-0.008567611,0.0009801855,0.24954915
656552257373726,-0.11832625,0.007631555,0.13075829,-0.008610248,0.00094705936,0.2563143
656552281940302,0.098299414,-0.10389578,0.08049679,-0.008631877,0.0011671181,0.26646423
656552306490879,0.14610262,-0.029410332,0.12600708,-0.008687841,0.0011965027,0.2754112
656552322848879,0.025807273,-0.011757225,0.1284113,-0.008729514,0.0011083505,0.28057516
656552347444571,-0.0058704764,-0.028064623,0.1475687,-0.008751696,0.0010078372,0.28791544
656552363780764,0.13427746,-0.08827086,0.12841892,-0.008758585,0.001032646,0.29262066
656552388328802,-0.03528174,-0.038152665,0.11167717,-0.008800424,0.00111493,0.29889232
656552404702148,-0.14463243,-0.011858791,0.11647034,-0.008815039,0.0011167899,0.30288136
656552421091456,-0.2502703,0.043710567,0.10689926,-0.00883996,0.0010535098,0.3073292
656552445654148,-0.63913965,0.10028814,0.10457897,-0.008982112,0.0015233493,0.31536388
656552462030109,-0.050812133,-0.04763168,0.12378311,-0.009048227,0.0019248088,0.32173622
656552478364917,0.48670936,-0.16595551,0.090283394,-0.009072804,0.0020552606,0.32805565
656552502937879,0.38747653,-0.02751337,0.10944271,-0.009093134,0.0020455352,0.33641702
656552527504455,-0.11836547,0.02345401,0.07351112,-0.009086764,0.0018230205,0.34302306
